id_arquivo;gt;tess_12;tess_7;OCR
82504862.png;August 3, 1998;Aneust 3, 1998 ;Aneust 3, 1998 ;Aneust 3, 1998
82504862.png;Lorillard Tobacco Company;Lorillard Tobacco Company ;Lorillard Tobacco Company ;Lorillard Tobacco Company
82504862.png;San Francisco Superior Court- No. 996382;San Francisco Superior Court - No. 996382 ;San Francisco Superior Court - No. 996382 ;San Francisco Superior Court - No. 996382
82504862.png;Donald D. Sellers and Robin J. Sellers v. Raybestos Manhattan et al.;Donald D. Sellers and Robin J . Sellers vy. Raybestos-Manhattan, et al. ;Donald D. Sellers and Robin J . Sellers vy. Raybestos-Manhattan, et al. ;Donald D. Sellers and Robin J . Sellers vy. Raybestos-Manhattan, et al.
82562350.png;Fax;Fax ;Fax ;Fax
82562350.png;LORILLARD TOBACCO COMPANY;TOBACCO COMPAN\ Boller, ; ;TOBACCO COMPAN\ Boller,
82562350.png;001/004;@oot/oot ;@oot/oot ;@oot/oot
82562350.png;To:;To: ;To: ;To:
82562350.png;Fax:;Fax: ;Fax: ;Fax:
82562350.png;CC:;cc: ;cc: ;cc:
82562350.png;Re:; ;Re: ;Re:
82562350.png;Date:; ;Date: ;Date:
82562350.png;Pages:;Pages: ;Pages: ;Pages:
82562350.png;Urgent;Urgent: ;Urgent: ;Urgent:
82562350.png;4; ;4 ;4
82562350.png;Comments:;Comments: ;Comments: ;Comments:
82562350.png;CONFIDENTIALITY;CORPIDENTIALITY ;CORPIDENTIALITY ;CORPIDENTIALITY
82562350.png;NOTE; ;NOTE ;NOTE
82562350.png;Telephone:;Telephone: ;Telephone: ;Telephone:
82562350.png;82562350;82562350 ;: ;82562350
82562350.png;05/01/00 10:21;05/01/00 ;5/01/00 10:21 ;5/01/00 10:21
82562350.png;612 894 9690;612 394 9690 ;612 394 9690 ;612 394 9690
82562350.png;LORILLARD RGNY 11;LORILLARD RGN#LL ;LORILLARD RGN#LL ;LORILLARD RGN#LL
82562350.png;Mr. Randy Spell;Mr. Randy Spell ;Mr. Randy Spell ;Mr. Randy Spell
82562350.png;Rick Redfield;Rick Redfield ;Rick Redfield ;Rick Redfield
82562350.png;May 1, 2000;May 1, 2000 ;May 1, 2000 ;May 1, 2000
82562350.png;952 894- 9690;952 894-9690 ;952 894-9690 ;952 894-9690
82562350.png;Mr. Fred Paternostro;Mr. Fred Patemostro ;Mr. Fred Patemostro ;Mr. Fred Patemostro
82562350.png;Legal- lowa;Legal. ;Legal —lowa ;Legal —lowa
82562350.png;For Review;lFor Review ;lFor Review ;lFor Review
82562350.png;Please Comment;Please Comment ;Please Comment ;Please Comment
82562350.png;Please Reply;Plosse Reply ;Plosse Reply ;Plosse Reply
82562350.png;please Recycle;Please Recycle ;Please Recycle ;Please Recycle
82562350.png;Attached is the Iowa Department of Revenue and Finance Minimum Legal Prices on Cigarettes as of April 3, 2000. I am attempting to obtain a copy of the actual Fair Trade Law and will forward as soon as obtained. Rick;Attached ts the lowa Department of Revenue and Finance Minimum Legal Prices ‘on Cigarettes as of April 3, 2000. | am attempting to obtain a copy of the actual Fair Trade Law and will forward as soon as obtained. Rick. ; ;Attached ts the lowa Department of Revenue and Finance Minimum Legal Prices ‘on Cigarettes as of April 3, 2000. | am attempting to obtain a copy of the actual Fair Trade Law and will forward as soon as obtained. Rick.
82562350.png;This facsimile may contain privileged and confidential information intended only for the use of the individual entity named above. If the mader of the facsimile is not the intended recipient or employee or delivering. It to the intended recipient you are hereby notified that any dissemination for copying of this facsimile is strictly prohibited. If you have received his facsimile in error, please notify us immediately by telephone (number indicated below) and return the original facsimile to us at the address below via the U.S Postal Service.;eae ee ee eee ot ou wes pe (ncta pores om) ext A expunge BseOp U0 UH LIEIE SG Paros cust nay “Bex Ai | soe Sao Bnd o wR fue a pout AGRI ae OK EDS PPA ‘5a a} Copap 3 argouadea jue m efor 0 ws} Pop 8g OU HeLa IpeR HANH OHO ‘Deum Agus 2> appeal omg jo Ot 015.9 Aen> pepleue WrgEEnig pprepEIC Bus petepesl epee” Anus ORSON oul, ;Seal Seca crane ;eae ee ee eee ot ou wes pe (ncta pores om) ext A expunge BseOp U0 UH LIEIE SG Paros cust nay “Bex Ai | soe Sao Bnd o wR fue a pout AGRI ae OK EDS PPA ‘5a a} Copap 3 argouadea jue m efor 0 ws} Pop 8g OU HeLa IpeR HANH OHO ‘Deum Agus 2> appeal omg jo Ot 015.9 Aen> pepleue WrgEEnig pprepEIC Bus petepesl epee” Anus ORSON oul,
82562350.png;205 River Ridge Circle P. O. Box 7589 Bumsville, MN 5337;06 River Ridge Circle P.0. Bot 1538 Runaiie Der ;= PO. 8081533 ;06 River Ridge Circle P.0. Bot 1538 Runaiie Der
82562350.png;(952) 694-2238; ;(252) 894.2238 ;(252) 894.2238
82573104.png;82573104;82573104 ;"; ";82573104
82573104.png;Date:;Date ;Date: ;Date:
82573104.png;To:;To: ;To: ;To:
82573104.png;From:;From: ;From: ;From:
82573104.png;Room:;Rooi ;Room: ;Room:
82573104.png;MESSAGE:;MESSAGE: ;MESSAGE: ;MESSAGE:
82573104.png;COVINGTON & BURLING;COVINGTON & BURLING ;COVINGTON & BURLING ;COVINGTON & BURLING
82573104.png;xc: RB5 12- 9- 99 RECEIVED DEC -9 1999 R B. SPELL;xc: RBS 12-69-99 Foam REED DEC - 9 1999 R. B. SPELL ; ;xc: RBS 12-69-99 Foam REED DEC - 9 1999 R. B. SPELL
82573104.png;1201 Pennsylvania Avenue, N W. P. O. Box 7566 Washington D. C. 20044- 7566 (202) 662- 6000 Fax Numbers (202) 662 6291 or (202) 737 0528 Fax Operator (202) 662- 6280;‘1201 Pennsylvania Avenue, N.W. P.O. Box 7566 ‘Washington, D.C. 20044-7566 (202) 662-6000 Fax Nurabers (202) 662-6291 or (202) 737-0528 ‘Fax Operator: (202) 662-6280 ; ;‘1201 Pennsylvania Avenue, N.W. P.O. Box 7566 ‘Washington, D.C. 20044-7566 (202) 662-6000 Fax Nurabers (202) 662-6291 or (202) 737-0528 ‘Fax Operator: (202) 662-6280
82573104.png;THIS FACSIMILE TRANSMISSION INTENDED ONLY FOR THE ADDRESSEE SHOWN BELOW LIT MAY CONTAIN INFORMATION THAT IS PRIVILEGED CONFIDENTIAL OR OTHERWISE PROTECTED FROM DISCLOSURE ANY REVIEW DISSEMINATION OR USE OF THIS TRANSMISSION OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROHIBITED YOU HAVE RECEIVED THIS TRANSMISSION ERROR PLEASE NOTIFY US IMMEDIATELY AND MAIL THE ORIGINALI TO AT THE ABOVE ADDRESS;THIS FACSIMILE TRANSMISSION IS INTENDED ONLY FOR THE ADORESSEE SHOWN BELOW. IT MAY CONTAIN. INFORMATION THAT IS PRIVILEGED, CONFIDENTIAL OR OTHERWISE PROTECTED FROM DISCLOSURE. ANY REVIEW, DISSEMINATION OR USE OF THIS TRANSMISSION OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROMIBITED. IF YOU HAVE RECEIVED THIS TRANSMISSION IN ERROR, PLEASE NOTIFY US IMMEDIATELY AND MAIL THE ORIGINAL TO US AT THE ABOVE ADDRESS. ; ;THIS FACSIMILE TRANSMISSION IS INTENDED ONLY FOR THE ADORESSEE SHOWN BELOW. IT MAY CONTAIN. INFORMATION THAT IS PRIVILEGED, CONFIDENTIAL OR OTHERWISE PROTECTED FROM DISCLOSURE. ANY REVIEW, DISSEMINATION OR USE OF THIS TRANSMISSION OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROMIBITED. IF YOU HAVE RECEIVED THIS TRANSMISSION IN ERROR, PLEASE NOTIFY US IMMEDIATELY AND MAIL THE ORIGINAL TO US AT THE ABOVE ADDRESS.
82573104.png;December 9, 1999;December 9, 1999 ;December 9, 1999 ;December 9, 1999
82573104.png;Haney H. Bell, Esq.;Haney H. Bell, Esq. ;Haney H. Bell, Esq. ;Haney H. Bell, Esq.
82573104.png;David H. Remes (202) 778 5212 - direct fax;David H. Remes (202) 778-5212 — direct fax ;David Rem direct fax ;David H. Remes (202) 778-5212 — direct fax
82573104.png;803E // Pages (including cover);803E Yo Pages (including cover) ;oy Pages (including cover) ;803E Yo Pages (including cover)
82837252.png;DATE:;DATE: ;DATE: ;DATE:
82837252.png;TIME:;TIME: ;TIME: ;TIME:
82837252.png;MANUFACTURER:;MANUFACTURE! ;MANUFACTURER: ;MANUFACTURER:
82837252.png;cc:;cc: ;cc: ;cc:
82837252.png;82837252;82837252 ; ;82837252
82837252.png;NEW COMPETITIVE PRODUCTS;‘NEW COMPETITIVE PRODUCTS ;‘NEW COMPETITIVE PRODUCTS ;‘NEW COMPETITIVE PRODUCTS
82837252.png;REPORTED BY:;REPORTED B' ;REPORTED BY: ;REPORTED BY:
82837252.png;BOBBY MILLS, REGIONAL SALES MGR., INDIANAPOLIS, IN;BOBBY MILLS, REGIONAL SALES MGR., INDIANAPOLIS, IN ;BOBBY MILLS, REGIONAL SALES MGR., INDIANAPOLIS, IN ;BOBBY MILLS, REGIONAL SALES MGR., INDIANAPOLIS, IN
82837252.png;8/ 10/ 90;8/10/90 ;8/10/90 ;8/10/90
82837252.png;SOURCE OF INFORMATION:;"}OURCE OF "" NE FORMATION: ";Boa ON: ;"}OURCE OF "" NE FORMATION:"
82837252.png;HALL RODECAP, NOBLESVILLE, IN;HALL RODECAP, NOBLESVILLE, IN ;HALL RODECAP, NOBLESVILLE, IN ;HALL RODECAP, NOBLESVILLE, IN
82837252.png;B & W;BéwW ;BéwW ;BéwW
82837252.png;VICEROY KING BOX AND VICEROY LIGHTS KING BOX;‘VICEROY KING BOX AND VICEROY LIGHTS KING BOX ;‘VICEROY KING BOX AND VICEROY LIGHTS KING BOX ;‘VICEROY KING BOX AND VICEROY LIGHTS KING BOX
82837252.png;BRAND NAME:;BRAND NAME ;BRAND NAME: ;BRAND NAME:
82837252.png;TYPE OF PRODUCT:;OF /RODUCT: ;pe ee ;OF /RODUCT:
82837252.png;SIZE OR SIZES:;SIZE OR SIZES: ;SIZE OR SIZES: ;SIZE OR SIZES:
82837252.png;LIST PRICE:;LIST PRICE ;LIST PRICE: ;LIST PRICE:
82837252.png;EXTENT OF DISTRIBUTION:;=XTENT OF ISTRIBUTION ;SEN UTON: ;=XTENT OF ISTRIBUTION
82837252.png;SEE ATTACHED INFORMATION SHEET;SEE ATTACEED INFORMATION SHEET ;SEE ATTACEED INFORMATION SHEET ;SEE ATTACEED INFORMATION SHEET
82837252.png;OTHER INFORMATION:;HER Re INFORMATIOI ;RIP ORMATION: ;HER Re INFORMATIOI
82837252.png;G. Telford F. J. Schultz A. W. Spears N. P. Ruffalo T. Achey P. J. McCann A. J. Giacolo;G. Telford F.4. Schutz A.W. Spears NP. Ruffalo T. Lachey P. J. MeCann A.J. Giacolo ;os ;G. Telford F.4. Schutz A.W. Spears NP. Ruffalo T. Lachey P. J. MeCann A.J. Giacolo
82837252.png;J. J. Tatulli L. H. Kersh J. R. Slater S. T. Jones R S. Goldbrenner E. R. Harrow;J. ). Tatulli LH. Kersh 3.R. Slater 8.7. Jones R. 8. Goldbrenner E.R. Harrow ; ;J. ). Tatulli LH. Kersh 3.R. Slater 8.7. Jones R. 8. Goldbrenner E.R. Harrow
82837252.png;A. H. Tisch R. H. Orcutt M. A. Peterson T. H. Mau L. Gordon J. P. Mastandrea;\. H. Tisch H. Oreutt |. A. Peterson, HL. Mau, Gordon P. Mastandrea ; ;\. H. Tisch H. Oreutt |. A. Peterson, HL. Mau, Gordon P. Mastandrea
83443897.png;DATE:;DATE: ;DATE: ;DATE:
83443897.png;COMPANY:;COMPANY: ;COMPANY: ;COMPANY:
83443897.png;PHONE:;PHONE: ;PHONE: ;PHONE:
83443897.png;FROM:;FRO! ;FROM: ;FROM:
83443897.png;PHONE:;PHONE: ;"PHONE; ";"PHONE;"
83443897.png;MESSAGE:;MESSAGE: ;MESSAGE: ;MESSAGE:
83443897.png;YES;YES ;YES ;YES
83443897.png;NO;NO ;NO ;NO
83443897.png;2; ;2 ;2
83443897.png;X; ;> 4 ;> 4
83443897.png;83443897;83443897 ; ;83443897
83443897.png;JAN 11 '99 16: 29 FR 8220;JAN 11 SS 1¢ FR 8220 ;JAN 11 °S9 16:29 FR S220 ;JAN 11 °S9 16:29 FR S220
83443897.png;TO 3212128557HC02N P. 01;TO 32izhizess7Hee@]n P.O1 ;TO 32izhizess7Hee@]n P.O1 ;TO 32izhizess7Hee@]n P.O1
83443897.png;DICKSTEIN SHAPIRO MORING OSHINSKY ;DICKSTEIN SHAPIRO MORIN OSHINSKY ; ;DICKSTEIN SHAPIRO MORIN OSHINSKY
83443897.png;FAX TRANSMISSION;FAX TRANSMISSION ;FAX TRANSMISSION ;FAX TRANSMISSION
83443897.png;January 11, 1999;January 11, 1999 ;January 11, 1999 ;January 11, 1999
83443897.png;L8557 002;L8557.002 ;L8557.002 ;L8557.002
83443897.png;Dewey Tedder;Dewey Tedder ;Dewey Tedder ;Dewey Tedder
83443897.png;Lorillard Tobacco Company;Tobacco Company ;Lorillard Tobacco Company ;Lorillard Tobacco Company
83443897.png;336/ 373- 6917;336/373-6917 ;336/373-6917 ;336/373-6917
83443897.png;336/ 373- 6750;336/373-6751 ;336/373-6750 ;336/373-6750
83443897.png;Andy Zausner and Rob Mangas;Andy Zausner and Rob Mangas ;Andy Zausner and Rob Mangas ;Andy Zausner and Rob Mangas
83443897.png;202/ 828- 2259 and 202/ 828 2241;202/828-2259 and 202/828-2241 ;202/828-2259 and 202/828-2241 ;202/828-2259 and 202/828-2241
83443897.png;CLIENT NO.:;‘CLIENT NO. ;‘CLIENT NO.: ;‘CLIENT NO.:
83443897.png;MESSAGE TO:;MESSAGE TO: ;"MESSAGE TO; ";"MESSAGE TO;"
83443897.png;FAX NUMBER:;FAX NUMBEF ;FAX NUMBER: ;FAX NUMBER:
83443897.png;PAGES (including Cover Sheet):;PAGES (including Cover She« ;PAGES (including Cover Sheet): ;PAGES (including Cover Sheet):
83443897.png;HARD COPY TO FOLLOW;HARD COPY TO FOLLO\ ;HARD COPY TO FOLLOW: ;HARD COPY TO FOLLOW:
83443897.png;JAN 1 2 1999;yan | 2 1999 ;yan | 2 1999 ;yan | 2 1999
83443897.png;The following is for your review;The following is for your review. ;The following is for your review. ;The following is for your review.
83443897.png;If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202- 861- 9106, and send the original transmission to us by return mail at the address below.;If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202-861-9106, and send the original transmission to us by ceturn mail at the address below. ; ;If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202-861-9106, and send the original transmission to us by ceturn mail at the address below.
83443897.png;This transmission is intended for the sole use of the individual and entity to whom it is addressed, and may contain information that is privileged, confidential and exempt from disclosure under applicable law. You are hereby notified that any dissemination, distribution or duplication of this transmission by someone other than the intended addressee or its designated agent is strictly prohibited.;“This transmission is inteuded for the solc use of the individual and entity to whom it is addressed, and may contain information that s peileged, coafdentl and exemps fom dtclonsre under applicable laws. You are hereby noted thar any dissemination, dstibution or duplication ofthis transesision by someone other than the intended addressee or its designated agent is seretly prohibited. ; ;“This transmission is inteuded for the solc use of the individual and entity to whom it is addressed, and may contain information that s peileged, coafdentl and exemps fom dtclonsre under applicable laws. You are hereby noted thar any dissemination, dstibution or duplication ofthis transesision by someone other than the intended addressee or its designated agent is seretly prohibited.
83443897.png;2101 L Street NW Washington, DC 20037- 1526 Tel 202- 785 9700 Fax 202- 887 0689;21011 Street NW Washington, DC 20037-1526 Tel 202-785-9700 Fax 202-887-0689 ;21011 Street NW Washington, DC 20037-1526 Tel 202-785-9700 Fax 202-887-0689 ;21011 Street NW Washington, DC 20037-1526 Tel 202-785-9700 Fax 202-887-0689
83553333_3334.png;Sender; ;Sender ;Sender
83553333_3334.png;Date;Date ;Date ;Date
83553333_3334.png;To;To ;To ;To
83553333_3334.png;Reference;Reference ;Reference ;Reference
83553333_3334.png;November;November ;November ;November
83553333_3334.png;12,;12, ;12, ;12,
83553333_3334.png;1999;1999 ;1999 ;1999
83553333_3334.png;6; ;6 ;6
83553333_3334.png;Message:; ;Message: ;Message:
83553333_3334.png;8355333;83553333 ; ;83553333
83553333_3334.png;11/ 12/ 99 19: 32 FAA 212 450 4800; ;JA2/YY ABISE FAS ZLz adU asuU ;JA2/YY ABISE FAS ZLz adU asuU
83553333_3334.png;DPW 1048; ;vprw ivas ;vprw ivas
83553333_3334.png;UUZ/ DUS; ;muur/uus ;muur/uus
83553333_3334.png;DAVIS POLK & WARDWELL;DAVIS POLK & WARDWELL ;DAVIS POLK & WARDWELL ;DAVIS POLK & WARDWELL
83553333_3334.png;Fax Transmittal;Fax Transmittal ;Fax Transmittal ;Fax Transmittal
83553333_3334.png;450 Lexington Avenue New York, NY 10017 212- 450- 4000;Avenue New Yorks 10077 212-650-4000 ;Nw Yor 1017 ;Avenue New Yorks 10077 212-650-4000
83553333_3334.png;Charles Duggan;Charles Duggan ;Charles Duggan ;Charles Duggan
83553333_3334.png;Number of Pages (this page included);Number of Pages (this page inc ;Number of Pages (this page included) ;Number of Pages (this page included)
83553333_3334.png;Sender Voice Number;Sender Voice Number ;Sender Voice Number ;Sender Voice Number
83553333_3334.png;If problems receiving this fax, call;If problems receiving this fax, call ;If problems receiving this fax, call ;If problems receiving this fax, call
83553333_3334.png;212- 450- 4785;212-450-4785 ;212-450-4785 ;212-450-4785
83553333_3334.png;212- 450- 4785; ;212.450-4785 ;212.450-4785
83553333_3334.png;Sender Fax Number;Sender Fax Number ;Sender Fax Number ;Sender Fax Number
83553333_3334.png;212- 450- 3785;212-450-3785 ;212-450-3785 ;212-450-3785
83553333_3334.png;17555 002;17555-002 ;17555-002 ;17555-002
83553333_3334.png;Fax Number;Fax Number ;Fax Number ;Fax Number
83553333_3334.png;Company;Company ;Company ;Company
83553333_3334.png;Recipient Phone Number;Recipient Phonc Number ;Recipient Phonc Number ;Recipient Phonc Number
83553333_3334.png;Thomas M. Sobol;Thomas M. Sobol ;Thomas M. Sobol ;Thomas M. Sobol
83553333_3334.png;617- 439- 3278;617-439-3278 ;617-439-3278 ;617-439-3278
83553333_3334.png;Brown Rudnick Freed & Gesmer;Brown Rudnick Freed &Gesmer ;Brown Rudnick Freed ;Brown Rudnick Freed &Gesmer
83553333_3334.png;617- 330- 9000;617-330-9000 ;617-330-9000 ;617-330-9000
83553333_3334.png;843- 720 9000;843-720-8000 ;843-720-8000 ;843-720-8000
83553333_3334.png;Ness, Motley, Loadholt, Richardson & Poole;Ness, Motley, Loadholt, Richardson & Poole ;= 8 ;Ness, Motley, Loadholt, Richardson & Poole
83553333_3334.png;843- 720- 9290;843-720-9290 ;843-720-9290 ;843-720-9290
83553333_3334.png;Joseph F. Rice;Joseph F. Rice ;Joseph F. Rice ;Joseph F. Rice
83553333_3334.png;Robert V. Costello Jeffrey D. Woolf;Robert V. Costello Jeffrey D. Woolf ;Robert V. Gostelle ;Robert V. Costello Jeffrey D. Woolf
83553333_3334.png;617- 722- 0286;617-722-0286 ;617-722-0286 ;617-722-0286
83553333_3334.png;415- 956- 1008;415-956-1008 ;415-956-1008 ;415-956-1008
83553333_3334.png;Richard M. Heimann;Richard M. Heimann ;Richard M. Heimann ;Richard M. Heimann
83553333_3334.png;Michael P. Thornton;Michael P. Thornton ;Michael P. Thornton ;Michael P. Thornton
83553333_3334.png;617- 720- 2445;617-720-2445 ;617-720-2445 ;617-720-2445
83553333_3334.png;Thomton, Early & Naumes;Thomton, Early & Naumes ;Thorton, Early & ;Thomton, Early & Naumes
83553333_3334.png;617- 720- 1333;617-720-1333 ;617-720-1333 ;617-720-1333
83553333_3334.png;415- 956- 1000;415-956-1000 ;415-956-1000 ;415-956-1000
83553333_3334.png;617- 227- 7500;617-227-7500 ;617-227-7500 ;617-227-7500
83553333_3334.png;Schneider, Reilly, Zabin & Costello;Schneider, Reilly, Zabin & Costello ;Schneider, Reilly, ;Schneider, Reilly, Zabin & Costello
83553333_3334.png;Lieff, Cabraser & Heimann;Lieff, Cabraser & Heimann ; ;Lieff, Cabraser & Heimann
83553333_3334.png;Confidentiality Note; ;Confidentiality Note: ;Confidentiality Note:
83553333_3334.png;This only for the person or entity may besi pavilegedal ;533 wlendcd « {forthe person or entity Ws lmany contain information thatie pervtleged, - ;This feceinniess mended enly for the persoa or entity Ww whiuh its addressed and may contain information thatie pervileged, confsdentral ;This feceinniess mended enly for the persoa or entity Ww whiuh its addressed and may contain information thatie pervileged, confsdentral
83553333_3334.png;of otherwis protected from disclosos. Disscnlation, distribution popying of the facile the information herein by anyone other than the poupil, waployee responsible for delivering the message the prohibited. You thisfacsimile in error please notify as immediately by telephone and return the facsimile by mail.;ot otherwise protected from disclosure, Dissemination, distribution er copying of this facsimile of the informastion hercin by anyone other than the imended regina capleyes st nget repel fo rrerng oe message othe nied regan, i pohibe, you have eaves tithe in ee, plane metify vs imanediaicly by telephone wod retuca the facsimile by ros. ;rpc eer wag nep otc tog Supa os oan Ben heeetee , ;ot otherwise protected from disclosure, Dissemination, distribution er copying of this facsimile of the informastion hercin by anyone other than the imended regina capleyes st nget repel fo rrerng oe message othe nied regan, i pohibe, you have eaves tithe in ee, plane metify vs imanediaicly by telephone wod retuca the facsimile by ros.
83573282.png;Date:;Date: ;Date: ;Date:
83573282.png;From:;Fror From: ;From: ;Fror From:
83573282.png;Re:; ;Re: ;Re:
83573282.png;COMMENTS:; ;COMMENTS: ;COMMENTS:
83573282.png;Recipient(s):;Recipient(s ;Recipient(s): ;Recipient(s):
83573282.png;Company:;Company: ;Company: ;Company:
83573282.png;83573282;835735282 ; ;835735282
83573282.png;Urgent!;Urgent! ;Urgent! ;Urgent!
83573282.png;Deliver;Deliver ;Deliver ;Deliver
83573282.png;Immediately;Immediately. ;Immediately. ;Immediately.
83573282.png;04/ 14/ 99 18: 36 FAX 206 623 0594;01/14/99 18:56 FAX 206 623 0594, ;01/14/99 18:56 FAX 206 623 0594, ;01/14/99 18:56 FAX 206 623 0594,
83573282.png;HAGENS BERMAN;‘HAGENS BERMAN ;‘HAGENS BERMAN ;‘HAGENS BERMAN
83573282.png;HAGENS BERMAN Attorney Law;ue Peat “litornejs at Law ;BES Eanes ;ue Peat “litornejs at Law
83573282.png;WA Fee Pay Agree XC: JAW;WA onde “Bree Xe: Wud ;. a “ee. ;WA onde “Bree Xe: Wud
83573282.png;1301 FIFTH AVENUE, SUITE 2900 SEATTLE, WA 98101 TELEPHONE (206) 623 7293 FACSIMILE (206) 623- 0594;2901 FIETE AVENUE, SUITE 24 '« GEATTts, WA aise a TOME (206) 635-7292 - Pacsimtin (206) 625-0594 ;yunpnony (208) 629-7293 - Bacsimita (s08) 629-0594 ;2901 FIETE AVENUE, SUITE 24 '« GEATTts, WA aise a TOME (206) 635-7292 - Pacsimtin (206) 625-0594
83573282.png;FACSIMILE COVER SHEET;FACSIMILE COVER SHEET ;FACSIMILE COVER SHEET ;FACSIMILE COVER SHEET
83573282.png;January 14, 1999;January 14, 1999 ;January 14, 1999 ;January 14, 1999
83573282.png;No. of Pages;No. of Pages ;No. of Pages ;No. of Pages
83573282.png;37 (including this page);YP ociading this page ;YP ociading this page ;YP ociading this page
83573282.png;1129. 01;1129. oO} ;1129. oO} ;1129. oO}
83573282.png;File No.:;File No. ;File No.: ;File No.:
83573282.png;Tobacco - Fee Payment Agreement and Release;Tobacco - Fee Payment Agreement and Release ;Tobacco - Fee Payment Agreement and Release ;Tobacco - Fee Payment Agreement and Release
83573282.png;Steve W. Berman;Steve W. Berman ;Steve W. Berman ;Steve W. Berman
83573282.png;Phone No.:;Phone No. ;Phone No.: ;Phone No.:
83573282.png;Fax No.:;Fax No.: ;Fax No.: ;Fax No.:
83573282.png;(212) 403- 2000;(212) 403-2000 ;(212) 403-2000 ;(212) 403-2000
83573282.png;(212) 450- 4800;(212) 450-4800 ;(212) 450-4800 ;(212) 450-4800
83573282.png;(917) 663- 5399;(917) 663-5399 ;(917) 663-5399 ;(917) 663-5399
83573282.png;(502) 568- 7297;(S02) 568-7297 ;(S02) 568-7297 ;(S02) 568-7297
83573282.png;(336) 335- 7707;(336) 335-7707 ;(336) 335-7707 ;(336) 335-7707
83573282.png;(336) 741- 2998;(336) 741-2998 ;(336) 741-2998 ;(336) 741-2998
83573282.png;(312) 861- 2200;(312) 861-2200 ;(312) 861-2200 ;(312) 861-2200
83573282.png;(312) 861- 2000;(312) 361-2000 ;(312) 361-2000 ;(312) 361-2000
83573282.png;(212) 450- 4000;(212) 450-4000 ;(212) 450-4000 ;(212) 450-4000
83573282.png;(212) 403- 1000;(212) 403-1000 ;(212) 403-1000 ;(212) 403-1000
83573282.png;Wachtell, Lipton, Rosen & Katz;Wachtell, Lipton, Rosen & Katz ;wactell, Lipton, Rosen ;Wachtell, Lipton, Rosen & Katz
83573282.png;Davis, Polk & Wardwell;Davis, Polk & Wardwell ;Davis, Polk & Wardwell ;Davis, Polk & Wardwell
83573282.png;Philip Morris Inc.;Philip Morris Inc. ;Philip Morris Inc. ;Philip Morris Inc.
83573282.png;Brown & Williamson Tobacco Corp.;Brown & Williamson Tobacco Corp. ;howe ;Brown & Williamson Tobacco Corp.
83573282.png;Lorillard Tobacco Co.;Lorillard Tobacco Co. ;Lorillard Tobacco Co. ;Lorillard Tobacco Co.
83573282.png;R. J. Reynolds Tobacco Co;RJ. Reynolds Tobacco Co. ;RJ. Reynolds Tobacco ;RJ. Reynolds Tobacco Co.
83573282.png;Kirkland & Ellis;Kirkland & Ellis ;Kirkland & Ellis ;Kirkland & Ellis
83573282.png;Mr. Stephen R. Patton;Mr. Stephen R. Patton ;Mr. Stephen R. Patton ;Mr. Stephen R. Patton
83573282.png;Mr. Charles A. Blixt;Mr. Charles A. Blixt ;Mr. Charles A. Blixt ;Mr. Charles A. Blixt
83573282.png;Mr. Ronald Milstein;Mr. Ronald Milstein ; ;Mr. Ronald Milstein
83573282.png;Mr. F. Anthony Burke;Mr. F. Anthony Burke ;Mr. F. Anthony Burke ;Mr. F. Anthony Burke
83573282.png;Mr. Martin Barrington;Mr. Martin Barrington ;Mr. Martin Barrington ;Mr. Martin Barrington
83573282.png;Mr. Arthur F. Golden;Mr. Arthur F. Golden ;Mr. Arthur F. Golden ;Mr. Arthur F. Golden
83573282.png;Mr. Meyer G. Koplow;Mr. Meyer G. Koplow ;Mr. Meyer G. Koplow ;Mr. Meyer G. Koplow
83573282.png;Please call the Support Center at (206) 268- 9312 or;Please call the Support Center at (206) 268-9312 or ;Please call the Support Center at (206) 268-9312 or ;Please call the Support Center at (206) 268-9312 or
83573282.png;at ext;at ext. ;at ext. ;at ext.
83573282.png;if you do;if you do ;if you do ;if you do
83573282.png;not receive all of these pages or if there is a problem.;not receive all of these pages or if there is a problem. ;not receive all of these pages or if there is a problem. ;not receive all of these pages or if there is a problem.
